id	order	type	page_title	app_question	app_question_with_defect	defect	has_not_applicable_option	defect_order	has_image	has_text	is_prohibitional	show_warning	warning_text	safety_notes	for_hgv	for_non-hgv
1	0	yesno	Check Your Vehicle's Levels	Are the vehicle's coolant, engine oil and screenwash levels sufficient?	Are the vehicle's coolant, engine oil and screenwash levels sufficient?	AdBlue below required level	0	0	0	0	1	1	Don't forget - Don't open the coolant bottle/radiator whilst the vehicle is hot.	N/A	1	1
2	0	yesno	Check Your Vehicle's Levels	Are the vehicle's coolant, engine oil and screenwash levels sufficient?	Are the vehicle's coolant, engine oil and screenwash levels sufficient?	Coolant below required level	0	0	0	0	1	1	Don't forget - Don't open the coolant bottle/radiator whilst the vehicle is hot.	N/A	1	1
3	0	yesno	Check Your Vehicle's Levels	Are the vehicle's coolant, engine oil and screenwash levels sufficient?	Are the vehicle's coolant, engine oil and screenwash levels sufficient?	Engine oil below required level	0	0	0	0	1	1	Don't forget - Don't open the coolant bottle/radiator whilst the vehicle is hot.	N/A	1	1
4	0	yesno	Check Your Vehicle's Levels	Are the vehicle's coolant, engine oil and screenwash levels sufficient?	Are the vehicle's coolant, engine oil and screenwash levels sufficient?	Screenwash below required level	0	0	0	0	1	1	Don't forget - Don't open the coolant bottle/radiator whilst the vehicle is hot.	N/A	1	1
5	21	yesno	Dash Status and Warnings	Is the dashboard free from advisory or warning symbols?	Is the dashboard free from advisory or warning symbols?	Anti-locking braking system (Amber)	0	0	1	0	1	0	\N	Roadworthy but needs workshop visit	1	1
6	21	yesno	Dash Status and Warnings	Is the dashboard free from advisory or warning symbols?	Is the dashboard free from advisory or warning symbols?	Anti-locking braking system (Red)	0	0	1	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1
7	21	yesno	Dash Status and Warnings	Is the dashboard free from advisory or warning symbols?	Is the dashboard free from advisory or warning symbols?	Battery (Amber)	0	0	1	0	1	0	\N	Roadworthy but needs workshop visit	1	1
8	21	yesno	Dash Status and Warnings	Is the dashboard free from advisory or warning symbols?	Is the dashboard free from advisory or warning symbols?	Battery (Red)	0	0	1	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1
9	21	yesno	Dash Status and Warnings	Is the dashboard free from advisory or warning symbols?	Is the dashboard free from advisory or warning symbols?	Brakes (Amber)	0	0	1	0	1	0	\N	Roadworthy but needs workshop visit	1	1
10	21	yesno	Dash Status and Warnings	Is the dashboard free from advisory or warning symbols?	Is the dashboard free from advisory or warning symbols?	Brakes (Red)	0	0	1	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1
11	21	yesno	Dash Status and Warnings	Is the dashboard free from advisory or warning symbols?	Is the dashboard free from advisory or warning symbols?	Differential lock (Amber)	0	0	1	0	1	0	\N	Roadworthy but needs workshop visit	1	1
12	21	yesno	Dash Status and Warnings	Is the dashboard free from advisory or warning symbols?	Is the dashboard free from advisory or warning symbols?	Differential lock (Red)	0	0	1	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1
13	21	yesno	Dash Status and Warnings	Is the dashboard free from advisory or warning symbols?	Is the dashboard free from advisory or warning symbols?	Electronic braking system (Amber)	0	0	1	0	1	0	\N	Roadworthy but needs workshop visit	1	1
14	21	yesno	Dash Status and Warnings	Is the dashboard free from advisory or warning symbols?	Is the dashboard free from advisory or warning symbols?	Electronic braking system (Red)	0	0	1	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1
15	21	yesno	Dash Status and Warnings	Is the dashboard free from advisory or warning symbols?	Is the dashboard free from advisory or warning symbols?	Electronic stability programme (Amber)	0	0	1	0	1	0	\N	Roadworthy but needs workshop visit	1	1
16	21	yesno	Dash Status and Warnings	Is the dashboard free from advisory or warning symbols?	Is the dashboard free from advisory or warning symbols?	Electronic stability programme (Red)	0	0	1	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1
17	21	yesno	Dash Status and Warnings	Is the dashboard free from advisory or warning symbols?	Is the dashboard free from advisory or warning symbols?	Engine management light (Amber)	0	0	1	0	1	0	\N	Roadworthy but needs workshop visit	1	1
18	21	yesno	Dash Status and Warnings	Is the dashboard free from advisory or warning symbols?	Is the dashboard free from advisory or warning symbols?	Engine management light (Red)	0	0	1	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1
19	21	yesno	Dash Status and Warnings	Is the dashboard free from advisory or warning symbols?	Is the dashboard free from advisory or warning symbols?	Exhaust (Amber)	0	0	1	0	1	0	\N	Roadworthy but needs workshop visit	1	1
20	21	yesno	Dash Status and Warnings	Is the dashboard free from advisory or warning symbols?	Is the dashboard free from advisory or warning symbols?	Exhaust (Red)	0	0	1	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1
21	21	yesno	Dash Status and Warnings	Is the dashboard free from advisory or warning symbols?	Is the dashboard free from advisory or warning symbols?	Horn (Amber)	0	0	1	0	1	0	\N	Roadworthy but needs workshop visit	1	1
22	21	yesno	Dash Status and Warnings	Is the dashboard free from advisory or warning symbols?	Is the dashboard free from advisory or warning symbols?	Horn (Red)	0	0	1	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1
23	21	yesno	Dash Status and Warnings	Is the dashboard free from advisory or warning symbols?	Is the dashboard free from advisory or warning symbols?	Lights (Amber)	0	0	1	0	1	0	\N	Roadworthy but needs workshop visit	1	1
24	21	yesno	Dash Status and Warnings	Is the dashboard free from advisory or warning symbols?	Is the dashboard free from advisory or warning symbols?	Lights (Red)	0	0	1	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1
25	21	yesno	Dash Status and Warnings	Is the dashboard free from advisory or warning symbols?	Is the dashboard free from advisory or warning symbols?	Oil (Amber)	0	0	1	0	1	0	\N	Roadworthy but needs workshop visit	1	1
26	21	yesno	Dash Status and Warnings	Is the dashboard free from advisory or warning symbols?	Is the dashboard free from advisory or warning symbols?	Oil (Red)	0	0	1	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1
27	21	yesno	Dash Status and Warnings	Is the dashboard free from advisory or warning symbols?	Is the dashboard free from advisory or warning symbols?	Parking brake (Amber)	0	0	1	0	1	0	\N	Roadworthy but needs workshop visit	1	1
28	21	yesno	Dash Status and Warnings	Is the dashboard free from advisory or warning symbols?	Is the dashboard free from advisory or warning symbols?	Parking brake (Red)	0	0	1	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1
29	21	yesno	Dash Status and Warnings	Is the dashboard free from advisory or warning symbols?	Is the dashboard free from advisory or warning symbols?	Service/Spanner (Amber)	0	0	1	0	1	0	\N	Roadworthy but needs workshop visit	1	1
30	21	yesno	Dash Status and Warnings	Is the dashboard free from advisory or warning symbols?	Is the dashboard free from advisory or warning symbols?	Service/Spanner (Red)	0	0	1	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1
31	21	yesno	Dash Status and Warnings	Is the dashboard free from advisory or warning symbols?	Is the dashboard free from advisory or warning symbols?	Speedo (Amber)	0	0	1	0	1	0	\N	Roadworthy but needs workshop visit	1	1
32	21	yesno	Dash Status and Warnings	Is the dashboard free from advisory or warning symbols?	Is the dashboard free from advisory or warning symbols?	Speedo (Red)	0	0	1	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1
33	21	yesno	Dash Status and Warnings	Is the dashboard free from advisory or warning symbols?	Is the dashboard free from advisory or warning symbols?	Steering (Amber)	0	0	1	0	1	0	\N	Roadworthy but needs workshop visit	1	1
34	21	yesno	Dash Status and Warnings	Is the dashboard free from advisory or warning symbols?	Is the dashboard free from advisory or warning symbols?	Steering (Red)	0	0	1	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1
35	21	yesno	Dash Status and Warnings	Is the dashboard free from advisory or warning symbols?	Is the dashboard free from advisory or warning symbols?	Tachograph (Amber)	0	0	1	0	1	0	\N	Roadworthy but needs workshop visit	1	1
36	21	yesno	Dash Status and Warnings	Is the dashboard free from advisory or warning symbols?	Is the dashboard free from advisory or warning symbols?	Tachograph (Red)	0	0	1	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1
37	21	yesno	Dash Status and Warnings	Is the dashboard free from advisory or warning symbols?	Is the dashboard free from advisory or warning symbols?	Temperature (Amber)	0	0	1	0	1	0	\N	Roadworthy but needs workshop visit	1	1
38	21	yesno	Dash Status and Warnings	Is the dashboard free from advisory or warning symbols?	Is the dashboard free from advisory or warning symbols?	Temperature (Red)	0	0	1	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1
39	1	yesno	Leaks	Walk around the vehicle. Is the vehicle free from leaks?	Walk around the vehicle. Is the vehicle free from leaks?	Brake system	0	1	1	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1
40	1	yesno	Leaks	Walk around the vehicle. Is the vehicle free from leaks?	Walk around the vehicle. Is the vehicle free from leaks?	Fuel leak	0	2	1	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1
